b1,b2,b3,b4,b5,b6,b7,b8,b81,b9,b10,b11,b12,oc
0.11825,0.11923,0.14002,0.18361,0.20436,0.22187,0.24121,0.264,0.27183,0.29594,0.38779,0.41002,0.41783,44.1
0.17207,0.18319,0.25668,0.34372,0.37575,0.40161,0.42687,0.45061,0.45719,0.47599,0.5531,0.56741,0.53555,20.0
0.18159,0.19463,0.25978,0.32674,0.34906,0.36635,0.38424,0.39737,0.40031,0.41172,0.47907,0.49431,0.47676,26.1
0.10123,0.10283,0.13769,0.19711,0.22662,0.25102,0.27657,0.30151,0.30846,0.32885,0.41802,0.43934,0.42179,43.4
0.12969,0.13558,0.19173,0.23578,0.24558,0.2548,0.26333,0.26577,0.26589,0.27246,0.33566,0.35124,0.33067,5.7
0.09676,0.09245,0.11171,0.16402,0.20096,0.23394,0.27121,0.31254,0.32524,0.35884,0.4432,0.46132,0.45186,26.8
0.10919,0.11288,0.14942,0.20361,0.2248,0.24188,0.25918,0.27485,0.27938,0.29437,0.36341,0.37844,0.36141,35.1
0.08664,0.0859,0.10814,0.14949,0.16904,0.18863,0.21503,0.2498,0.26206,0.30381,0.45196,0.47863,0.4553,22.4
0.12179,0.12569,0.17571,0.24963,0.27435,0.29458,0.31608,0.33791,0.34475,0.36779,0.48029,0.50455,0.49249,42.4
0.04268,0.03871,0.04711,0.07838,0.09833,0.117,0.1406,0.17286,0.1851,0.22542,0.41106,0.45625,0.41918,110.9
0.09676,0.09813,0.1254,0.1731,0.19494,0.2135,0.23431,0.25811,0.2662,0.29221,0.41764,0.44638,0.43833,32.2
0.10285,0.11,0.14743,0.19413,0.21145,0.22641,0.24417,0.26485,0.27183,0.29248,0.39355,0.41966,0.41802,51.2
0.16776,0.18268,0.26152,0.34483,0.36576,0.38098,0.39509,0.40626,0.40917,0.41976,0.49762,0.5157,0.50489,10.3
0.16398,0.17446,0.22714,0.29208,0.31297,0.32885,0.34467,0.36216,0.36771,0.38107,0.45952,0.4749,0.46452,34.5
0.10332,0.10285,0.11738,0.14528,0.15911,0.17171,0.18685,0.2064,0.21365,0.23829,0.38371,0.43013,0.45019,111.4
0.13477,0.14431,0.19085,0.25586,0.27913,0.29806,0.31791,0.33845,0.34506,0.3661,0.44535,0.45772,0.43662,51.2
