b1,b2,b3,b4,b5,b6,b7,b8,b81,b9,b10,b11,b12,oc
0.19543,0.21857,0.30402,0.35727,0.37601,0.39246,0.41115,0.42589,0.42884,0.44432,0.54676,0.57983,0.53481,9.5
0.11543,0.12148,0.16592,0.22085,0.24294,0.26236,0.28418,0.30669,0.3134,0.3352,0.43863,0.46473,0.45478,14.1
0.10459,0.11151,0.15929,0.22725,0.24906,0.26767,0.28774,0.30648,0.3121,0.33167,0.39802,0.40823,0.38054,14.4
0.1321,0.14378,0.19943,0.25386,0.27409,0.29087,0.30846,0.32359,0.32742,0.33978,0.40253,0.4141,0.37506,26.8
0.2085,0.23351,0.31074,0.37205,0.38708,0.39893,0.412,0.41995,0.42053,0.42687,0.47337,0.4835,0.4713,11.1
0.12117,0.12912,0.17701,0.24339,0.26509,0.28288,0.30234,0.32129,0.32644,0.34096,0.42697,0.46526,0.45154,15.4
0.09521,0.09572,0.1098,0.13993,0.15664,0.17227,0.19121,0.21463,0.22259,0.24604,0.32344,0.34491,0.35711,26.3
0.09279,0.09234,0.11943,0.16604,0.18789,0.20697,0.22636,0.24479,0.2505,0.26897,0.34174,0.35148,0.32412,60.2
0.12006,0.12996,0.18437,0.25657,0.28229,0.30276,0.32494,0.34586,0.3518,0.37145,0.46227,0.48484,0.4772,11.6
0.11706,0.12385,0.15353,0.19275,0.20807,0.21979,0.23174,0.24462,0.24889,0.26146,0.32772,0.34986,0.37592,56.8
0.07905,0.083,0.11888,0.17947,0.20244,0.22034,0.23867,0.25704,0.26291,0.28275,0.37584,0.39619,0.38072,15.8
0.16319,0.17636,0.24171,0.32832,0.34826,0.36509,0.38212,0.39382,0.396,0.40926,0.47217,0.49477,0.40898,5.8
0.15686,0.17551,0.24372,0.29861,0.31218,0.32122,0.32893,0.33151,0.33113,0.3335,0.35294,0.35229,0.33636,20.4
0.13341,0.13493,0.18733,0.27669,0.30116,0.32203,0.34214,0.359,0.3645,0.38896,0.48273,0.50084,0.46036,11.2
0.07965,0.08156,0.11687,0.17787,0.19552,0.2085,0.21842,0.22264,0.22341,0.22819,0.25021,0.25055,0.23206,42.2
0.0863,0.09012,0.11238,0.14418,0.15889,0.17242,0.1878,0.20338,0.20773,0.22156,0.27447,0.28294,0.27202,77.2
0.11558,0.12431,0.17346,0.2293,0.24831,0.26394,0.2797,0.29161,0.29444,0.3062,0.36906,0.38318,0.36501,30.5
0.08778,0.08876,0.10583,0.13712,0.15255,0.16722,0.18557,0.2085,0.21627,0.24027,0.33963,0.36559,0.36728,35.1
0.12659,0.12712,0.17865,0.26687,0.29854,0.32546,0.35099,0.37128,0.37696,0.39948,0.49477,0.51086,0.45217,24.0
0.13452,0.14213,0.18928,0.25621,0.28035,0.30075,0.323,0.34491,0.35075,0.37316,0.4592,0.48095,0.47566,11.2
0.13658,0.15014,0.2054,0.25633,0.26866,0.28093,0.2971,0.30996,0.31175,0.32211,0.40926,0.44514,0.41668,5.8
0.22626,0.24524,0.33105,0.44381,0.47643,0.50211,0.52687,0.55119,0.55873,0.5781,0.66313,0.66973,0.61645,11.2
0.11768,0.11956,0.1762,0.26718,0.29268,0.31362,0.33473,0.35245,0.35768,0.3787,0.4844,0.50606,0.47621,32.5
0.09135,0.08956,0.10505,0.14064,0.16274,0.18155,0.2024,0.22454,0.23121,0.25281,0.35992,0.39355,0.39473,60.9
0.09681,0.10042,0.13646,0.17406,0.18599,0.19575,0.20446,0.21052,0.21203,0.21742,0.23529,0.23233,0.21582,77.0
0.0926,0.0933,0.1516,0.22819,0.25171,0.27233,0.29268,0.3091,0.31376,0.33473,0.46774,0.50455,0.41716,14.2
0.06917,0.06769,0.0816,0.11956,0.14038,0.1594,0.18001,0.20207,0.20879,0.22615,0.27077,0.27618,0.26394,157.5
0.06731,0.06739,0.08529,0.11912,0.13149,0.14279,0.15621,0.17231,0.17795,0.19747,0.27202,0.29208,0.27265,45.6
0.04386,0.03941,0.04529,0.06934,0.08559,0.10375,0.13002,0.16831,0.18302,0.22615,0.32961,0.33466,0.29007,481.2
0.04658,0.04527,0.05423,0.07949,0.09384,0.10691,0.1221,0.14035,0.14652,0.1647,0.23318,0.25044,0.24866,213.9
0.09016,0.08555,0.13056,0.23867,0.26516,0.28681,0.30472,0.31645,0.32033,0.3434,0.44864,0.4725,0.41937,19.5
0.12975,0.12966,0.15396,0.20488,0.23356,0.25799,0.28379,0.30931,0.31688,0.33806,0.40719,0.42179,0.39765,70.6
0.08561,0.0875,0.10782,0.13772,0.15063,0.16297,0.17807,0.19584,0.2017,0.221,0.29336,0.31017,0.28353,25.5
0.16611,0.17844,0.24272,0.32757,0.35711,0.38177,0.40841,0.43782,0.44699,0.47228,0.57227,0.58641,0.55424,11.9
0.08774,0.09124,0.11582,0.15101,0.16688,0.18222,0.20216,0.22809,0.23703,0.26534,0.37558,0.39637,0.36923,15.8
0.11321,0.11617,0.15255,0.22553,0.26412,0.29505,0.32621,0.35686,0.36585,0.39084,0.47185,0.49136,0.42335,41.3
0.12557,0.12439,0.1487,0.19971,0.22398,0.2444,0.26534,0.28602,0.29242,0.31369,0.39138,0.40794,0.39183,63.2
0.12012,0.12954,0.2024,0.27938,0.30005,0.31594,0.32984,0.33327,0.33167,0.33558,0.43954,0.46806,0.42875,15.7
0.11708,0.12753,0.18945,0.23878,0.25188,0.26266,0.27246,0.27542,0.27511,0.2797,0.31275,0.31813,0.29471,14.5
0.0875,0.09458,0.14993,0.20635,0.22192,0.23523,0.24883,0.25852,0.26032,0.26816,0.32486,0.32855,0.29168,26.3
0.0973,0.09341,0.14679,0.302,0.33736,0.36543,0.37879,0.37359,0.37282,0.39156,0.45846,0.47885,0.39364,2.8
0.1078,0.11649,0.16908,0.23659,0.26026,0.28067,0.30227,0.32226,0.32817,0.3489,0.44188,0.46441,0.453,16.7
0.12012,0.12014,0.16869,0.26467,0.28887,0.30853,0.32576,0.33939,0.34451,0.37025,0.47951,0.499,0.4553,15.7
0.06639,0.06622,0.07716,0.09797,0.10889,0.11995,0.13483,0.15581,0.16368,0.18963,0.29417,0.31703,0.32181,43.8
0.13536,0.14598,0.21218,0.2904,0.3155,0.33597,0.35588,0.37171,0.37549,0.3894,0.4473,0.45436,0.42044,41.4
0.08344,0.08106,0.1044,0.15286,0.1813,0.21052,0.24536,0.28767,0.30179,0.34475,0.47577,0.47863,0.37119,171.3
0.08323,0.08155,0.09775,0.1375,0.16051,0.18109,0.20403,0.22961,0.23774,0.26236,0.34072,0.35967,0.35481,114.1
0.10802,0.11503,0.14388,0.18518,0.2037,0.21994,0.23884,0.26086,0.26816,0.29094,0.38203,0.40672,0.39156,13.7
0.11452,0.12491,0.1872,0.25509,0.27447,0.29034,0.30655,0.31813,0.32048,0.33083,0.38521,0.39093,0.3605,13.9
0.10927,0.11888,0.16542,0.22615,0.24491,0.25954,0.27391,0.28629,0.28987,0.30172,0.36074,0.37575,0.37506,7.7
0.10452,0.11066,0.14602,0.19706,0.21747,0.2354,0.25551,0.27638,0.28262,0.30346,0.39066,0.41438,0.41077,12.0
0.08543,0.09141,0.13041,0.22238,0.26116,0.29329,0.32711,0.36366,0.37394,0.39875,0.46387,0.45846,0.40151,491.7
0.09822,0.10551,0.13671,0.17219,0.18463,0.1957,0.20855,0.22024,0.22295,0.23329,0.26736,0.27422,0.25858,40.2
0.08198,0.07909,0.1096,0.18353,0.20361,0.21918,0.23281,0.24344,0.24717,0.26516,0.33473,0.35011,0.31769,38.4
0.08232,0.07985,0.11943,0.20611,0.22898,0.24808,0.26369,0.2734,0.27663,0.29778,0.41581,0.44351,0.35884,29.1
0.11809,0.117,0.14236,0.19494,0.22475,0.25061,0.2799,0.31441,0.32576,0.3576,0.45279,0.46806,0.42628,34.2
0.10186,0.10404,0.13989,0.19925,0.22295,0.24266,0.26098,0.27498,0.27836,0.2851,0.34002,0.35197,0.32389,33.3
0.10522,0.10459,0.12838,0.18088,0.20678,0.22983,0.25668,0.28701,0.29648,0.32479,0.43271,0.46036,0.43401,34.8
0.12853,0.13552,0.21047,0.33052,0.35711,0.37818,0.39491,0.40004,0.4005,0.41639,0.50038,0.52324,0.49295,4.6
0.12159,0.12942,0.18785,0.26816,0.29492,0.31761,0.34222,0.36501,0.37162,0.39283,0.48462,0.5042,0.49785,8.9
0.09221,0.09041,0.13167,0.23545,0.26128,0.28145,0.29703,0.30704,0.31096,0.33412,0.41267,0.42521,0.37809,34.1
0.07945,0.07856,0.10111,0.14767,0.16873,0.18681,0.20701,0.22909,0.23627,0.26002,0.35237,0.37359,0.35522,90.7
0.14757,0.15842,0.22295,0.29737,0.32524,0.34898,0.37428,0.39829,0.40523,0.42737,0.51689,0.53691,0.50582,15.4
0.10411,0.10747,0.13326,0.17326,0.19147,0.20898,0.23163,0.26044,0.2704,0.30116,0.41352,0.43162,0.40701,16.3
0.12277,0.12627,0.17664,0.27906,0.30082,0.31864,0.33574,0.3518,0.35744,0.38221,0.46281,0.48328,0.46355,6.6
0.13406,0.14315,0.19783,0.26959,0.29194,0.30917,0.32539,0.3383,0.34166,0.35441,0.42121,0.43421,0.41687,9.4
0.05502,0.054,0.07062,0.11852,0.14352,0.16657,0.19258,0.22187,0.23254,0.25846,0.32203,0.32847,0.30402,455.5
0.13596,0.14484,0.19121,0.25416,0.27657,0.29546,0.31703,0.34088,0.34834,0.37231,0.47841,0.50489,0.50408,16.9
0.07838,0.07737,0.09432,0.13674,0.16144,0.18302,0.20578,0.22999,0.23741,0.25392,0.29573,0.30033,0.29154,338.2
0.15445,0.16051,0.1813,0.21276,0.22501,0.23567,0.24791,0.26122,0.26534,0.27797,0.32659,0.34064,0.34834,81.8
0.20413,0.22024,0.28907,0.36745,0.39111,0.41153,0.43281,0.45154,0.45677,0.47687,0.55144,0.57266,0.51286,16.5
0.06445,0.06355,0.07698,0.11166,0.13186,0.15122,0.17494,0.20338,0.21257,0.23812,0.31225,0.32441,0.30796,197.8
0.09486,0.10278,0.13928,0.18659,0.20324,0.21672,0.23078,0.24541,0.25009,0.26571,0.32923,0.3457,0.35059,12.1
0.14907,0.15682,0.2568,0.34874,0.37966,0.40504,0.42482,0.42855,0.42717,0.42914,0.53395,0.54765,0.44086,25.6
0.09465,0.09561,0.11978,0.17069,0.19916,0.22558,0.25592,0.29094,0.30234,0.33289,0.42179,0.43291,0.38327,124.8
0.07938,0.08115,0.10554,0.14022,0.1551,0.16939,0.18806,0.21291,0.22208,0.25357,0.40207,0.43341,0.41697,18.9
0.1541,0.1604,0.22798,0.31031,0.33105,0.34802,0.36433,0.37679,0.37984,0.39646,0.51689,0.55144,0.46827,12.4
0.1282,0.13122,0.17857,0.26853,0.29356,0.31521,0.3362,0.35662,0.364,0.38949,0.47435,0.48139,0.45709,9.3
0.07633,0.07477,0.09354,0.13583,0.1552,0.1714,0.18845,0.20625,0.21218,0.23137,0.31196,0.32772,0.32636,101.6
0.0668,0.06713,0.07858,0.10349,0.11682,0.12969,0.14585,0.16688,0.17418,0.19561,0.25834,0.27058,0.26996,89.0
0.11497,0.12491,0.17939,0.24116,0.26278,0.28184,0.30388,0.32666,0.33335,0.35539,0.4431,0.4592,0.44005,17.7
0.08776,0.09358,0.1332,0.192,0.21262,0.22888,0.24581,0.26248,0.26773,0.28602,0.36551,0.38194,0.36158,47.8
0.14832,0.15704,0.19373,0.24372,0.26485,0.28373,0.30598,0.33182,0.34025,0.36787,0.46914,0.49091,0.45698,18.4
0.08843,0.0891,0.11636,0.16032,0.17563,0.18958,0.20687,0.22699,0.23372,0.25633,0.34578,0.37162,0.35392,10.3
0.16512,0.17968,0.24581,0.33167,0.3567,0.37722,0.39701,0.41371,0.4186,0.43803,0.5131,0.53223,0.46677,13.9
0.17426,0.18378,0.22475,0.2851,0.30726,0.32772,0.35253,0.3838,0.39491,0.43241,0.5724,0.60716,0.56338,14.3
0.10399,0.10311,0.12514,0.17151,0.19593,0.21667,0.24066,0.27033,0.28074,0.30931,0.42423,0.44699,0.43914,53.2
0.15693,0.17167,0.24877,0.33799,0.36475,0.38708,0.41011,0.42687,0.42973,0.44586,0.51121,0.52481,0.49785,10.7
0.12697,0.13948,0.19597,0.2435,0.2614,0.2772,0.29505,0.31203,0.31645,0.33105,0.40973,0.42668,0.40031,32.0
0.12297,0.12508,0.15021,0.20054,0.22065,0.23757,0.25398,0.26903,0.27359,0.28754,0.3163,0.32107,0.32166,53.7
0.11657,0.11809,0.16129,0.23518,0.26406,0.28675,0.30981,0.32893,0.33412,0.35343,0.44371,0.45835,0.4253,30.0
0.12735,0.13699,0.19151,0.26455,0.2888,0.30761,0.32576,0.3397,0.34316,0.35498,0.40935,0.42102,0.41601,23.9
0.09712,0.09822,0.14832,0.21558,0.23999,0.2623,0.28281,0.29437,0.29662,0.3111,0.41783,0.42993,0.35983,30.7
0.12844,0.13769,0.20137,0.27479,0.29854,0.31835,0.33916,0.35736,0.36199,0.3801,0.46881,0.49283,0.47457,21.7
0.09543,0.09607,0.11306,0.14438,0.1604,0.17466,0.19147,0.21208,0.21923,0.24066,0.31923,0.33768,0.34017,34.4
0.13703,0.14679,0.19593,0.25954,0.28255,0.30123,0.32077,0.33466,0.33729,0.34995,0.42452,0.44351,0.42727,46.6
0.11439,0.1219,0.17199,0.2384,0.25799,0.27606,0.29717,0.31275,0.3163,0.3342,0.45113,0.50443,0.45019,3.4
0.10125,0.1052,0.15248,0.23227,0.25281,0.27002,0.28721,0.30102,0.30458,0.31996,0.38388,0.40013,0.383,16.3
0.09045,0.09638,0.12859,0.17559,0.19364,0.2085,0.2248,0.24311,0.24912,0.26798,0.35132,0.37818,0.39564,7.4
0.10678,0.11262,0.13852,0.1735,0.18902,0.20366,0.22228,0.24491,0.25229,0.27644,0.36492,0.38477,0.36484,13.7
0.1111,0.11026,0.1299,0.17302,0.19561,0.21727,0.24305,0.27227,0.28151,0.30818,0.39875,0.42277,0.41581,15.2
0.11445,0.12128,0.17362,0.22714,0.24746,0.26534,0.28405,0.29985,0.30395,0.31996,0.40235,0.42209,0.38833,22.9
0.13599,0.14478,0.19315,0.25966,0.28622,0.30832,0.33266,0.35777,0.36467,0.38512,0.47141,0.49181,0.47272,17.4
0.084,0.0836,0.09883,0.13326,0.15378,0.17374,0.19797,0.22537,0.23372,0.25858,0.31557,0.32711,0.30655,283.1
0.06624,0.06577,0.07718,0.10426,0.11929,0.13308,0.14856,0.16626,0.17195,0.18685,0.23302,0.24316,0.249,34.1
0.18416,0.19539,0.24609,0.32166,0.35253,0.37584,0.3993,0.4216,0.42786,0.44627,0.52,0.53629,0.52083,18.7
0.11779,0.12297,0.16854,0.23426,0.25763,0.27644,0.29465,0.31024,0.31456,0.32885,0.39866,0.41448,0.42228,4.3
0.10556,0.11005,0.14598,0.20578,0.2334,0.25864,0.28695,0.31718,0.32659,0.35375,0.44906,0.46334,0.42983,68.1
0.14747,0.159,0.24734,0.32969,0.3595,0.38424,0.40598,0.41879,0.4215,0.43571,0.53321,0.55132,0.51027,22.0
0.14791,0.15216,0.2074,0.31783,0.34682,0.37094,0.3931,0.40917,0.41419,0.43652,0.48831,0.49992,0.48585,38.3
0.1407,0.14791,0.20835,0.2906,0.31427,0.33443,0.35563,0.37351,0.37853,0.39921,0.51428,0.53666,0.46494,23.2
0.10021,0.10195,0.14575,0.21847,0.24877,0.27353,0.29854,0.32322,0.33105,0.35662,0.46153,0.48317,0.45186,48.5
0.10062,0.10167,0.13807,0.20616,0.22814,0.24734,0.26841,0.29349,0.30269,0.33045,0.44895,0.47065,0.44895,77.4
0.21281,0.22238,0.26773,0.33258,0.3595,0.38221,0.40672,0.43321,0.44157,0.46537,0.53555,0.54676,0.5206,18.3
0.13268,0.13922,0.1808,0.24038,0.25894,0.27391,0.29,0.30269,0.30521,0.31297,0.33861,0.34506,0.32412,35.0
0.11893,0.12856,0.18681,0.2534,0.27485,0.29478,0.31776,0.33713,0.34214,0.36016,0.46047,0.47995,0.443,15.7
0.1212,0.13107,0.18552,0.2513,0.27246,0.28973,0.30718,0.32159,0.32569,0.33963,0.41115,0.42717,0.41716,29.0
0.11125,0.11901,0.17144,0.23426,0.25864,0.27958,0.30151,0.32159,0.32734,0.34594,0.43985,0.45888,0.43222,40.4
0.16811,0.18184,0.23588,0.28347,0.30005,0.31499,0.33312,0.34986,0.35392,0.36966,0.45899,0.48317,0.4593,22.5
0.10824,0.1076,0.13192,0.18001,0.20744,0.23259,0.25882,0.28333,0.29027,0.30931,0.36703,0.37342,0.34898,122.5
0.10495,0.11303,0.17239,0.223,0.24266,0.26038,0.27479,0.28009,0.28061,0.28681,0.37775,0.40504,0.31565,16.4
0.09532,0.10148,0.15066,0.20151,0.22024,0.2367,0.25416,0.26829,0.27139,0.28145,0.33007,0.33205,0.31031,19.8
0.1099,0.11148,0.14421,0.19783,0.21958,0.23966,0.26382,0.29235,0.302,0.33481,0.48173,0.51737,0.47775,21.7
0.10852,0.11561,0.15371,0.20347,0.22254,0.23779,0.252,0.26182,0.26424,0.27365,0.31637,0.32464,0.31246,60.2
0.09391,0.09861,0.13323,0.18315,0.20422,0.22085,0.2361,0.2482,0.25148,0.26278,0.3111,0.32041,0.31572,70.0
0.08644,0.08726,0.10306,0.12679,0.13649,0.14568,0.15707,0.17175,0.17697,0.19463,0.29485,0.32122,0.29134,20.9
0.10762,0.10723,0.12534,0.16233,0.1831,0.2023,0.22459,0.25021,0.25834,0.28106,0.35326,0.36652,0.34706,57.7
0.09692,0.10193,0.16531,0.24615,0.27606,0.30311,0.33083,0.34658,0.34858,0.36091,0.50119,0.54538,0.43762,19.1
0.13415,0.14213,0.226,0.30047,0.32404,0.34506,0.364,0.37428,0.37592,0.3853,0.48406,0.50246,0.45384,16.0
0.10859,0.11505,0.16331,0.22126,0.23955,0.25586,0.27416,0.29147,0.29594,0.31492,0.41286,0.43843,0.42796,12.0
0.10892,0.11282,0.15035,0.2063,0.22392,0.24044,0.25984,0.28275,0.29074,0.32004,0.43823,0.46763,0.4253,12.0
0.12142,0.12969,0.18068,0.25148,0.27983,0.302,0.32464,0.343,0.3473,0.36325,0.44864,0.46925,0.44658,54.5
0.11311,0.11912,0.1685,0.24356,0.26418,0.28061,0.29614,0.30747,0.31074,0.32749,0.40588,0.42179,0.39039,35.0
0.18672,0.19806,0.26509,0.35197,0.383,0.40327,0.41976,0.42835,0.42924,0.43421,0.47819,0.4804,0.44525,13.9
0.10515,0.10879,0.13536,0.1813,0.2023,0.22044,0.24071,0.26254,0.26891,0.28681,0.34954,0.36325,0.3469,70.2
0.09428,0.09572,0.12996,0.16928,0.18642,0.20249,0.21948,0.23534,0.24005,0.25504,0.33713,0.35205,0.33923,41.2
0.13896,0.14652,0.19431,0.26528,0.29074,0.31268,0.33651,0.36283,0.37196,0.40337,0.52638,0.5522,0.51416,22.8
0.12703,0.13877,0.20375,0.2746,0.29601,0.31347,0.33113,0.34634,0.35051,0.36266,0.43471,0.45051,0.44494,13.2
0.08509,0.0878,0.123,0.18118,0.19971,0.21459,0.22977,0.24016,0.24166,0.24894,0.29512,0.30789,0.29861,9.1
0.1155,0.11543,0.134,0.171,0.18841,0.20545,0.22704,0.25574,0.26583,0.29751,0.43631,0.46655,0.45363,118.8
0.1158,0.1145,0.13357,0.17535,0.19625,0.21662,0.24188,0.27511,0.28668,0.31952,0.43222,0.44916,0.42325,122.9
0.07138,0.07224,0.08564,0.11572,0.13149,0.14703,0.16684,0.19204,0.20068,0.22553,0.2993,0.31282,0.30367,130.4
0.0875,0.09221,0.1183,0.1601,0.17701,0.19121,0.2073,0.22667,0.23335,0.25421,0.34666,0.36889,0.37446,17.0
0.10002,0.10134,0.14511,0.26002,0.28734,0.30939,0.32772,0.339,0.34261,0.36602,0.44514,0.46398,0.45071,16.0
0.11153,0.114,0.17628,0.27447,0.29895,0.31989,0.33814,0.34722,0.34946,0.36737,0.45061,0.46881,0.43652,6.2
0.13775,0.14815,0.24227,0.31383,0.33736,0.35917,0.38028,0.3931,0.39555,0.41068,0.51606,0.53815,0.48406,7.8
0.12844,0.13861,0.1818,0.23966,0.26278,0.28177,0.30179,0.32166,0.32749,0.34498,0.4139,0.43092,0.41162,18.0
0.10245,0.10644,0.1421,0.20198,0.22351,0.24249,0.26248,0.27893,0.28353,0.30054,0.37248,0.39003,0.36881,18.2
0.18876,0.20859,0.27887,0.3581,0.37993,0.39619,0.41172,0.42355,0.42658,0.43934,0.49625,0.50839,0.50816,10.0
0.15915,0.16715,0.20422,0.25322,0.27321,0.2902,0.30967,0.32953,0.33504,0.35116,0.40161,0.40598,0.37627,44.4
0.1381,0.14666,0.18374,0.24038,0.26516,0.28609,0.30882,0.33159,0.33791,0.35563,0.41629,0.42776,0.40757,106.4
0.13029,0.14217,0.20272,0.27797,0.3057,0.32878,0.35237,0.37171,0.37653,0.39418,0.48495,0.50073,0.45867,29.4
0.13744,0.14784,0.21154,0.28701,0.30875,0.32681,0.34514,0.35867,0.36141,0.37584,0.42697,0.44177,0.42073,17.5
0.1321,0.14093,0.20202,0.26866,0.29526,0.31864,0.3438,0.36576,0.37111,0.3894,0.47852,0.49602,0.43762,36.1
0.09404,0.09632,0.11984,0.15474,0.17077,0.18561,0.20356,0.22465,0.23131,0.25136,0.32832,0.34308,0.32817,57.1
0.05742,0.05694,0.0735,0.12167,0.14605,0.16757,0.19143,0.21737,0.22527,0.24502,0.29771,0.30283,0.27861,514.7
0.15272,0.1708,0.24132,0.32434,0.34954,0.36991,0.3912,0.40945,0.41429,0.42973,0.49499,0.51039,0.49568,8.5
0.14002,0.15307,0.21301,0.28236,0.30514,0.32397,0.34387,0.36291,0.3683,0.3853,0.46462,0.48261,0.46291,15.4
0.11026,0.11951,0.1597,0.18677,0.19315,0.19838,0.20324,0.20583,0.20592,0.20602,0.21533,0.21468,0.19957,12.5
0.10742,0.10814,0.13158,0.17616,0.19948,0.22065,0.24581,0.27542,0.28556,0.31718,0.44586,0.47424,0.45394,101.3
0.14501,0.1557,0.20338,0.26412,0.2853,0.30123,0.31608,0.32734,0.33022,0.34151,0.40161,0.41639,0.41543,25.9
0.12468,0.13668,0.19266,0.25834,0.2799,0.29717,0.31557,0.33045,0.33412,0.34706,0.41333,0.42944,0.42082,26.4
0.17002,0.18365,0.24406,0.32278,0.35213,0.37801,0.40804,0.43451,0.43833,0.44045,0.59553,0.62951,0.55475,13.2
0.1197,0.12408,0.17555,0.26736,0.29737,0.32129,0.3408,0.35245,0.35596,0.37111,0.40041,0.40392,0.39264,48.1
0.08976,0.09137,0.12604,0.17828,0.19879,0.21677,0.23556,0.25474,0.26074,0.27983,0.37463,0.39201,0.37136,43.8
0.12942,0.14302,0.20455,0.28827,0.31189,0.33098,0.35091,0.36728,0.37179,0.3877,0.45394,0.46741,0.45457,8.8
0.10375,0.10852,0.14615,0.19802,0.21863,0.23774,0.26104,0.28741,0.29532,0.32471,0.43142,0.45342,0.43782,17.8
0.118,0.1256,0.17037,0.22522,0.24406,0.25978,0.27593,0.2896,0.29302,0.30655,0.36593,0.38186,0.35351,27.3
0.13308,0.14142,0.18741,0.24615,0.26436,0.28041,0.29985,0.31623,0.31923,0.33389,0.41002,0.43361,0.4216,6.5
0.10985,0.11655,0.16162,0.22341,0.24592,0.26528,0.28582,0.30325,0.30733,0.32419,0.38115,0.39382,0.34906,16.9
0.09095,0.09275,0.13462,0.21355,0.24536,0.27328,0.30026,0.32026,0.32531,0.34498,0.41976,0.43833,0.38601,24.7
0.13948,0.15255,0.21657,0.27855,0.2973,0.31246,0.32704,0.33605,0.33838,0.35003,0.4253,0.43853,0.41172,23.7
0.11151,0.12325,0.20507,0.29107,0.31776,0.34025,0.36108,0.37411,0.37696,0.38967,0.46602,0.48295,0.45238,10.1
0.11033,0.11054,0.13317,0.18582,0.21213,0.23496,0.2605,0.28953,0.29888,0.32569,0.41601,0.43281,0.4216,189.6
0.1611,0.16665,0.19656,0.24769,0.27021,0.28893,0.30981,0.33243,0.33947,0.35851,0.44761,0.46806,0.45509,21.2
0.08318,0.08511,0.10967,0.14524,0.1594,0.17302,0.19055,0.21262,0.22039,0.24826,0.36627,0.38967,0.37222,18.6
0.1714,0.18574,0.26749,0.33481,0.3567,0.37558,0.396,0.41438,0.41831,0.43202,0.54929,0.58722,0.54954,18.1
0.1261,0.13107,0.18084,0.26116,0.288,0.31139,0.33775,0.36208,0.36915,0.39301,0.50292,0.53703,0.4794,12.3
0.13161,0.14171,0.19011,0.24205,0.25936,0.27422,0.29047,0.30297,0.30563,0.31674,0.38441,0.40439,0.39829,12.8
