b1,b2,b3,b4,b5,b6,b7,b8,b81,b9,b10,b11,b12,oc
0.11463,0.12012,0.15059,0.19584,0.21316,0.22888,0.24786,0.27127,0.27945,0.30761,0.42707,0.45899,0.42384,16.6
0.10884,0.11264,0.14635,0.19697,0.21873,0.23862,0.26176,0.289,0.2984,0.32976,0.46323,0.49477,0.43361,24.1
0.17382,0.19037,0.25924,0.31565,0.33558,0.35343,0.37325,0.39012,0.39409,0.41124,0.50489,0.53309,0.49,9.7
0.12531,0.13008,0.16753,0.223,0.24632,0.26773,0.29194,0.31623,0.32285,0.34356,0.43222,0.4503,0.38371,56.6
0.10585,0.10802,0.14207,0.20516,0.22652,0.24621,0.26601,0.28301,0.2882,0.30825,0.34914,0.3581,0.36258,13.9
0.12073,0.12615,0.18728,0.26062,0.27265,0.28223,0.28907,0.28714,0.28536,0.28714,0.3069,0.30782,0.26681,7.1
0.1282,0.13452,0.18018,0.22568,0.23507,0.24244,0.24712,0.24604,0.24519,0.24763,0.26509,0.26369,0.23725,7.3
0.09264,0.09105,0.13295,0.23491,0.25698,0.27498,0.28767,0.29034,0.29141,0.3086,0.40068,0.41889,0.36325,3.2
0.10414,0.10544,0.15286,0.25188,0.27372,0.29181,0.30811,0.31982,0.32389,0.34682,0.44147,0.46291,0.43142,8.3
0.08196,0.07737,0.10664,0.22019,0.2474,0.26779,0.27816,0.279,0.28125,0.30789,0.40635,0.42766,0.3438,7.5
0.13465,0.14458,0.20156,0.27498,0.29778,0.31827,0.34214,0.36703,0.37446,0.39838,0.51133,0.54275,0.47544,1.3
0.15693,0.16554,0.22793,0.31427,0.34308,0.36787,0.39564,0.42648,0.43642,0.46957,0.6009,0.62762,0.57717,46.6
0.16319,0.17278,0.20951,0.26577,0.28893,0.30981,0.33435,0.36274,0.37231,0.40096,0.50443,0.52784,0.4863,11
0.22835,0.24643,0.30206,0.37402,0.39884,0.41966,0.4432,0.46925,0.47775,0.50524,0.60437,0.62661,0.57836,10.2
0.09373,0.09438,0.13999,0.23195,0.25504,0.27403,0.29174,0.305,0.30924,0.33052,0.40879,0.42756,0.40188,3.6
0.11207,0.11636,0.17939,0.27906,0.30472,0.32614,0.34618,0.36166,0.36644,0.38931,0.49238,0.51369,0.46452,8.8
0.16252,0.17531,0.2341,0.29771,0.31857,0.33667,0.35653,0.37618,0.38212,0.40439,0.50968,0.53716,0.48607,13.7
0.11749,0.12098,0.19369,0.29465,0.32263,0.34778,0.36957,0.37888,0.38028,0.39382,0.46698,0.48373,0.43122,6.5
0.13884,0.14461,0.20956,0.28229,0.31067,0.33381,0.3553,0.36923,0.37205,0.38503,0.47261,0.48562,0.43222,28.7
0.1077,0.11153,0.17799,0.26303,0.29168,0.31623,0.33791,0.34802,0.34946,0.3595,0.44514,0.45719,0.40757,22.4
0.12131,0.12835,0.17918,0.21948,0.22888,0.23654,0.24238,0.243,0.24261,0.24508,0.26321,0.26218,0.2411,11.6
0.11912,0.12201,0.17758,0.28681,0.31355,0.33527,0.35245,0.36091,0.364,0.38628,0.502,0.51952,0.47555,9.4
0.09933,0.10137,0.15596,0.25651,0.27435,0.2898,0.30213,0.30116,0.29999,0.31096,0.39976,0.42462,0.35793,2.5
0.11264,0.11649,0.16425,0.2513,0.27416,0.29349,0.3134,0.33327,0.34009,0.36728,0.46057,0.47962,0.45092,6.7
0.10688,0.10967,0.16222,0.25876,0.28281,0.30374,0.32509,0.34626,0.35359,0.38486,0.49923,0.52578,0.45899,11.7
0.17426,0.18378,0.22475,0.2851,0.30726,0.32772,0.35253,0.3838,0.39491,0.43241,0.5724,0.60716,0.56338,14.3
0.19643,0.21321,0.28747,0.38512,0.41381,0.43742,0.46111,0.4844,0.4917,0.51428,0.6009,0.61589,0.55924,8.7
0.14883,0.15907,0.22029,0.30974,0.33435,0.35506,0.37644,0.39838,0.4057,0.42954,0.52167,0.53852,0.49102,10.2
0.1652,0.17935,0.24848,0.33643,0.36124,0.38247,0.40514,0.42806,0.43511,0.45783,0.55081,0.57095,0.51737,13.1
0.14022,0.15087,0.21169,0.29161,0.31456,0.33481,0.35703,0.37958,0.38654,0.40973,0.51004,0.53321,0.47995,14.4
0.15948,0.16451,0.20821,0.28504,0.32026,0.35035,0.38291,0.41429,0.42257,0.44576,0.543,0.5682,0.50443,26.7
0.15678,0.16819,0.24372,0.33923,0.36703,0.3903,0.41429,0.43371,0.43843,0.4574,0.54425,0.57227,0.48742,6.7
0.19738,0.21463,0.27511,0.35091,0.37489,0.39528,0.41764,0.44279,0.45123,0.4794,0.58412,0.60702,0.5639,6.9
0.13909,0.14873,0.20314,0.26798,0.28754,0.30423,0.32055,0.3345,0.33877,0.35547,0.42707,0.44906,0.39228,8.4
0.12514,0.12927,0.20951,0.30627,0.33205,0.35604,0.37446,0.37653,0.37592,0.38753,0.47863,0.49774,0.43621,5.4
0.09288,0.09283,0.12838,0.20156,0.22714,0.24877,0.26928,0.28721,0.29282,0.31492,0.39664,0.41879,0.40087,23.2
0.10517,0.1101,0.15374,0.20521,0.22652,0.24508,0.26442,0.28301,0.2884,0.30591,0.38735,0.40392,0.37958,53.6
0.13425,0.14015,0.19503,0.28301,0.30818,0.32969,0.35261,0.37749,0.38557,0.41371,0.54038,0.5703,0.5224,36.5
0.15028,0.16144,0.22793,0.32085,0.34491,0.36543,0.38646,0.40691,0.41352,0.43561,0.52565,0.54363,0.49545,13.8
0.1154,0.11951,0.16014,0.23025,0.25787,0.28171,0.30867,0.33628,0.34451,0.36991,0.46946,0.50119,0.44813,33.1
0.13246,0.13747,0.18454,0.25398,0.28151,0.30549,0.33281,0.35777,0.36417,0.38654,0.50957,0.5484,0.47907,45.4
0.15052,0.16263,0.21454,0.26098,0.27657,0.29054,0.30556,0.32114,0.32629,0.34483,0.44188,0.46612,0.38089,17.3
0.24689,0.26847,0.3196,0.3767,0.3982,0.41649,0.43742,0.45973,0.46623,0.48764,0.57597,0.60131,0.54941,15
0.10146,0.10371,0.1561,0.23851,0.262,0.28236,0.30304,0.32122,0.32704,0.35205,0.46774,0.49238,0.44689,16.1
0.288,0.32196,0.40672,0.4686,0.49329,0.51227,0.53174,0.54777,0.55043,0.56027,0.63431,0.66497,0.59979,7.4
0.10862,0.10995,0.16607,0.27277,0.29854,0.32004,0.33853,0.35148,0.35596,0.37993,0.48674,0.50582,0.453,4.6
0.09395,0.09504,0.13372,0.21242,0.23372,0.25183,0.27021,0.2892,0.29594,0.32107,0.41889,0.43853,0.40495,9
0.13243,0.13941,0.21223,0.35164,0.38124,0.40439,0.42413,0.44066,0.44658,0.47152,0.56221,0.57916,0.51844,3.3
0.19346,0.21091,0.29499,0.41058,0.43964,0.46281,0.48507,0.50652,0.51357,0.53666,0.62503,0.63988,0.58681,7
0.15241,0.16485,0.24194,0.34578,0.37145,0.39283,0.4141,0.43212,0.43732,0.45656,0.54175,0.55989,0.50699,1.8
0.21597,0.23561,0.30388,0.38309,0.40804,0.42924,0.45206,0.47555,0.48273,0.50385,0.59347,0.61221,0.5503,5.5
0.12226,0.12639,0.16512,0.221,0.24221,0.2611,0.28307,0.30479,0.31124,0.33366,0.44463,0.48184,0.43511,39.5
0.15004,0.15153,0.18876,0.25498,0.2886,0.31761,0.35011,0.38433,0.394,0.42102,0.53481,0.55744,0.4873,57.3
0.16788,0.17689,0.23933,0.32389,0.35156,0.37446,0.39664,0.41812,0.42472,0.44699,0.54138,0.56377,0.49,10
0.12028,0.12311,0.18591,0.29621,0.32255,0.34348,0.36216,0.37888,0.38433,0.40476,0.49477,0.52024,0.46409,11.6
0.11424,0.12092,0.15951,0.21023,0.22751,0.24277,0.26002,0.2799,0.28688,0.3106,0.41495,0.443,0.4086,22
0.10573,0.11054,0.15736,0.23605,0.25745,0.27561,0.2956,0.31405,0.31996,0.34198,0.42619,0.44412,0.40917,6.5
0.12314,0.12993,0.16742,0.21454,0.23041,0.2444,0.26026,0.27791,0.28386,0.30563,0.4071,0.43772,0.3845,23
0.15413,0.16199,0.21062,0.27996,0.30472,0.32629,0.34962,0.37497,0.38344,0.41276,0.53395,0.56299,0.50061,35.2
0.11676,0.12034,0.18858,0.25515,0.27574,0.29539,0.31412,0.32419,0.32599,0.34017,0.43692,0.45677,0.39337,9.6
0.11153,0.114,0.17628,0.27447,0.29895,0.31989,0.33814,0.34722,0.34946,0.36737,0.45061,0.46881,0.43652,6.2
0.11452,0.11604,0.16676,0.26909,0.29621,0.31945,0.339,0.34986,0.35318,0.37325,0.42005,0.43132,0.43152,2.1
0.11973,0.12145,0.16788,0.23686,0.26558,0.2908,0.31645,0.34002,0.34698,0.3706,0.47272,0.4942,0.43793,41.9
0.14565,0.14764,0.19765,0.30803,0.33373,0.35563,0.37385,0.38221,0.38424,0.40142,0.41995,0.42491,0.42737,13.9
0.12726,0.12942,0.17567,0.25235,0.28158,0.30606,0.32976,0.35027,0.35645,0.3787,0.4815,0.49556,0.44249,32.3
0.08976,0.09145,0.11871,0.15747,0.17515,0.1905,0.20716,0.22496,0.23067,0.24843,0.33014,0.35075,0.35083,44.2
0.12148,0.12797,0.15339,0.16285,0.163,0.16312,0.16241,0.15944,0.15816,0.15563,0.14829,0.14418,0.1328,7
0.11817,0.12184,0.16073,0.22182,0.23801,0.25183,0.26589,0.27913,0.28347,0.30061,0.35253,0.35768,0.33504,13.4
0.08348,0.08339,0.11569,0.17535,0.18759,0.19751,0.20621,0.21198,0.21385,0.22439,0.25775,0.26092,0.23977,6
0.30451,0.33366,0.39829,0.45509,0.47874,0.49671,0.51487,0.53407,0.53889,0.5503,0.6139,0.63139,0.56754,10.4
0.18084,0.19802,0.25369,0.30123,0.31937,0.33396,0.34954,0.36635,0.37119,0.38548,0.46505,0.48373,0.41257,12.4
0.20105,0.21792,0.27321,0.32494,0.34419,0.36058,0.37897,0.39967,0.40598,0.42501,0.51916,0.54026,0.46591,3.4
0.08972,0.08853,0.12583,0.21822,0.24155,0.2605,0.2781,0.29336,0.29902,0.32606,0.42845,0.44999,0.41572,12.4
0.09833,0.09927,0.13993,0.22594,0.24803,0.26675,0.28517,0.30255,0.30875,0.33551,0.42855,0.44782,0.41947,10.1
0.11327,0.11803,0.16383,0.24485,0.26571,0.28333,0.30158,0.32004,0.32651,0.3518,0.44198,0.46164,0.43823,9.4
0.36099,0.39255,0.47141,0.57003,0.60228,0.62777,0.65343,0.68234,0.69151,0.71367,0.72929,0.73316,0.51239,9.6
0.19178,0.20787,0.27064,0.35686,0.38583,0.41011,0.43692,0.46763,0.47775,0.50652,0.58898,0.60464,0.45667,10.1
0.11671,0.12123,0.16558,0.23725,0.2626,0.28497,0.3106,0.33458,0.34159,0.36627,0.48989,0.53003,0.46602,24.6
0.12252,0.12785,0.1727,0.24005,0.26134,0.27913,0.29895,0.31835,0.32441,0.34634,0.46441,0.50571,0.47174,18.7
0.12759,0.12717,0.15171,0.2004,0.22511,0.24797,0.27568,0.30931,0.32055,0.35539,0.49751,0.53015,0.47413,64.7
0.1737,0.18845,0.25345,0.32727,0.3518,0.37291,0.39564,0.4187,0.42619,0.453,0.56911,0.60021,0.52036,16.8
0.08768,0.08894,0.12159,0.17551,0.1944,0.21106,0.22882,0.24712,0.2531,0.27485,0.37282,0.40004,0.35925,30.2
0.15431,0.16463,0.22315,0.2937,0.31362,0.33037,0.3477,0.36526,0.37119,0.39364,0.50431,0.53407,0.4737,24
0.18647,0.20031,0.27669,0.37128,0.39619,0.41697,0.43682,0.45311,0.45814,0.47962,0.5626,0.58184,0.52012,15.9
0.18378,0.18289,0.20792,0.26595,0.29943,0.32772,0.35826,0.39138,0.40161,0.43013,0.50385,0.51856,0.49102,32.6
0.16994,0.18143,0.23714,0.29978,0.31521,0.32832,0.33947,0.34514,0.34682,0.35867,0.38159,0.37993,0.35555,21.4
0.16959,0.17685,0.22683,0.28967,0.31239,0.33174,0.35011,0.36383,0.36762,0.38353,0.43571,0.43934,0.40823,18.4
0.12759,0.13195,0.17726,0.25159,0.27114,0.28774,0.30402,0.31886,0.32382,0.34514,0.40747,0.41419,0.38574,14.5
0.08515,0.08314,0.11628,0.2016,0.22248,0.23983,0.25545,0.26792,0.27252,0.29696,0.39428,0.41543,0.37077,7.1
0.13158,0.13964,0.19688,0.28887,0.31182,0.33083,0.35027,0.37034,0.37731,0.40355,0.50188,0.52493,0.50886,10.7
0.12419,0.1299,0.18501,0.28275,0.30655,0.32621,0.34554,0.36375,0.37,0.396,0.48978,0.51027,0.47852,5.2
0.1288,0.13571,0.1967,0.30054,0.32629,0.3477,0.36872,0.38931,0.39664,0.42355,0.53395,0.55911,0.49295,14.3
0.12747,0.13871,0.17342,0.20663,0.21772,0.22893,0.24524,0.262,0.26552,0.27714,0.3748,0.42199,0.36949,11.9
0.12723,0.13369,0.18561,0.26528,0.29587,0.32218,0.35011,0.37359,0.3794,0.39829,0.50096,0.53988,0.42325,11.5
0.1182,0.12181,0.17438,0.2584,0.28294,0.30437,0.32644,0.34056,0.34372,0.36108,0.48018,0.51808,0.46089,15.6
0.13314,0.14155,0.19028,0.26638,0.29397,0.31791,0.34506,0.37025,0.37731,0.40096,0.50664,0.5484,0.4891,10.3
0.11046,0.11069,0.14223,0.19999,0.22527,0.2478,0.27384,0.30095,0.30931,0.33682,0.46569,0.50699,0.4658,27.9
0.1556,0.16166,0.20174,0.26038,0.28609,0.30974,0.33783,0.36754,0.37584,0.39985,0.51428,0.55093,0.48473,16.9
0.15842,0.16642,0.20535,0.25451,0.27202,0.28747,0.30549,0.32144,0.32539,0.34049,0.43461,0.48596,0.40813,10.5
0.09585,0.09335,0.13699,0.22693,0.24769,0.26448,0.279,0.29154,0.29621,0.3193,0.45415,0.48933,0.4216,11.4
0.13948,0.14565,0.21047,0.29676,0.32226,0.34522,0.36711,0.38291,0.38726,0.40794,0.48518,0.50292,0.43732,6
0.11115,0.11158,0.16784,0.28119,0.31117,0.33705,0.35826,0.36898,0.37205,0.39264,0.44679,0.45909,0.44035,5.6
0.08224,0.07672,0.10854,0.1993,0.22746,0.2505,0.27033,0.28477,0.2898,0.31543,0.43063,0.45154,0.41495,28.3
0.12442,0.12773,0.17478,0.25445,0.27587,0.29322,0.30931,0.32285,0.32742,0.34842,0.42944,0.43934,0.40823,40.9
0.11529,0.12294,0.15794,0.1798,0.18226,0.18403,0.18446,0.18189,0.18068,0.17898,0.17454,0.16932,0.15463,8.2
0.12408,0.12767,0.16661,0.23046,0.24837,0.26388,0.28022,0.29655,0.302,0.32367,0.38976,0.39719,0.37359,12.8
0.28787,0.3207,0.39428,0.44937,0.47359,0.49204,0.51121,0.52869,0.53223,0.54438,0.61291,0.64062,0.57108,7.2
0.11566,0.11828,0.17219,0.2799,0.3062,0.32749,0.34674,0.36216,0.36754,0.39337,0.49797,0.51916,0.4686,7
0.09389,0.09373,0.13092,0.21503,0.23643,0.25457,0.27196,0.28761,0.29329,0.31915,0.40992,0.42835,0.39756,7.7
0.12741,0.13351,0.18759,0.28145,0.30768,0.33029,0.35408,0.37888,0.38744,0.41908,0.52432,0.54463,0.51239,11.2
0.1936,0.20521,0.24005,0.29404,0.31703,0.33729,0.36124,0.39219,0.40309,0.43411,0.5517,0.5797,0.46004,22.4
0.0955,0.08937,0.12294,0.23195,0.25817,0.27868,0.29302,0.3022,0.30613,0.32923,0.41087,0.42599,0.36517,13.1
0.13999,0.1507,0.20535,0.27384,0.29458,0.31311,0.3345,0.35629,0.36258,0.38309,0.4815,0.50828,0.45941,9.4
0.20512,0.22584,0.29302,0.37914,0.4043,0.42579,0.45342,0.47863,0.48261,0.4934,0.57584,0.62445,0.51156,2.6
0.1905,0.20216,0.25299,0.32554,0.35457,0.3794,0.40701,0.43823,0.44813,0.47764,0.57943,0.5969,0.56442,50.7
0.10747,0.11189,0.13801,0.168,0.18026,0.19226,0.20692,0.22361,0.22903,0.24694,0.30388,0.31031,0.2729,21
0.1582,0.16753,0.21963,0.29215,0.3121,0.32969,0.3477,0.36233,0.36618,0.38397,0.44269,0.45783,0.41543,29.2
0.10102,0.10275,0.1551,0.23378,0.25704,0.27733,0.29717,0.3134,0.31835,0.34009,0.44802,0.46935,0.4217,11.5
0.12012,0.1254,0.18967,0.2513,0.27083,0.2894,0.30825,0.3224,0.32621,0.34514,0.45363,0.47632,0.42815,9.9
0.16402,0.17362,0.24372,0.32893,0.35555,0.37931,0.40309,0.42316,0.42894,0.45227,0.53654,0.55412,0.51904,5.8
0.09154,0.08937,0.12414,0.19028,0.21548,0.23757,0.25894,0.27682,0.28216,0.30353,0.40198,0.42044,0.37958,52.4
0.112,0.1158,0.17077,0.27391,0.30514,0.32953,0.34986,0.36199,0.36509,0.38028,0.41115,0.41486,0.40041,51.1
0.09135,0.09537,0.13381,0.17931,0.1845,0.18806,0.18963,0.18759,0.18672,0.18685,0.18557,0.18063,0.16421,9.3
0.11995,0.12246,0.1663,0.24598,0.26712,0.28445,0.30047,0.31376,0.31798,0.33736,0.39976,0.40832,0.37844,16.6
0.09883,0.09984,0.14849,0.22693,0.24712,0.26503,0.28255,0.29553,0.2995,0.31937,0.43361,0.45941,0.39692,9.2
0.10505,0.10649,0.15143,0.24547,0.26804,0.28701,0.30521,0.32151,0.32734,0.35359,0.44412,0.46206,0.43271,0.7
0.17652,0.19041,0.27409,0.40841,0.43934,0.46377,0.48574,0.50559,0.51215,0.53567,0.61645,0.62878,0.57557,5.9
0.10849,0.11215,0.16218,0.25404,0.27784,0.29785,0.31776,0.33838,0.34578,0.37273,0.4772,0.49923,0.46196,9.8
0.17587,0.18919,0.25787,0.35213,0.37749,0.39912,0.4216,0.44504,0.4529,0.47929,0.58143,0.60228,0.5098,5.9
0.11125,0.11585,0.16804,0.25416,0.27746,0.29771,0.31901,0.34033,0.34746,0.37265,0.47022,0.49023,0.44116,7.3
0.18395,0.20253,0.26595,0.3306,0.35229,0.37188,0.39537,0.41976,0.42648,0.44699,0.53976,0.56833,0.41153,6.4
0.15367,0.16073,0.21802,0.2939,0.31864,0.3397,0.36249,0.38583,0.39319,0.41947,0.53235,0.56247,0.50957,24.3
0.12006,0.12045,0.17599,0.27868,0.30465,0.32599,0.34546,0.36274,0.36847,0.39346,0.51737,0.54375,0.4882,15
0.12359,0.1252,0.18138,0.28373,0.30917,0.33083,0.35253,0.37299,0.37949,0.40514,0.51725,0.54001,0.49,7.5
0.17191,0.18256,0.23115,0.30179,0.32825,0.35124,0.3767,0.40514,0.41476,0.44617,0.56754,0.59566,0.55284,28.4
0.13925,0.14635,0.17721,0.21868,0.23351,0.2474,0.26424,0.28307,0.28907,0.31089,0.39976,0.4256,0.3801,10.1
0.12454,0.127,0.18985,0.30075,0.32931,0.35465,0.37523,0.38397,0.38592,0.40318,0.44906,0.45994,0.44289,7.1
0.14615,0.15177,0.18998,0.23939,0.25996,0.27958,0.30353,0.33297,0.34332,0.37836,0.52131,0.55093,0.5035,10.9
0.11849,0.1248,0.17147,0.24099,0.26491,0.28445,0.30374,0.32077,0.32576,0.34277,0.41581,0.43182,0.41534,24.4
0.10172,0.10474,0.14551,0.19861,0.20455,0.2085,0.20922,0.20493,0.20338,0.20267,0.20179,0.19643,0.17599,7.3
0.1663,0.1749,0.22903,0.29458,0.31369,0.32969,0.34546,0.35884,0.36274,0.37931,0.44228,0.44895,0.40663,18.3
0.19002,0.20535,0.28386,0.37394,0.39373,0.40964,0.42452,0.43231,0.43351,0.44371,0.48787,0.49488,0.46217,35.8
0.08557,0.08492,0.12039,0.18382,0.20114,0.21672,0.23281,0.24871,0.25451,0.27983,0.40776,0.43631,0.38931,8.4
0.08758,0.08527,0.12028,0.223,0.24547,0.2626,0.27504,0.28171,0.28471,0.30542,0.38186,0.39976,0.36593,5.6
0.10259,0.10351,0.14598,0.23889,0.262,0.28119,0.29916,0.31506,0.32085,0.34706,0.43652,0.45436,0.42433,9.3
0.12078,0.12621,0.18294,0.27077,0.2956,0.31681,0.33736,0.354,0.359,0.37949,0.4503,0.46569,0.43843,4.6
0.11487,0.12075,0.18088,0.26866,0.29282,0.31311,0.33366,0.35326,0.35975,0.3853,0.50211,0.52832,0.48406,28
0.11765,0.12201,0.15896,0.20831,0.22662,0.24356,0.26321,0.28596,0.29376,0.32211,0.45269,0.48529,0.42884,11
0.16592,0.17494,0.22767,0.31326,0.3342,0.35213,0.37068,0.3853,0.3886,0.40439,0.45688,0.47918,0.47272,14.1
0.10882,0.10807,0.13957,0.20165,0.23073,0.25568,0.28249,0.30846,0.31601,0.33947,0.44402,0.46089,0.42914,66
0.06581,0.06314,0.09519,0.16592,0.18785,0.20654,0.22141,0.22688,0.22824,0.24244,0.37757,0.39967,0.38424,56
0.1254,0.12826,0.18038,0.2765,0.30012,0.31908,0.33566,0.3473,0.35116,0.37205,0.44086,0.44813,0.41649,20.4
0.25468,0.27708,0.33427,0.38806,0.40719,0.42316,0.44116,0.46249,0.46892,0.48764,0.5793,0.60131,0.54979,14.8
0.22496,0.2457,0.31398,0.37757,0.40041,0.41937,0.43944,0.46068,0.46677,0.48473,0.57108,0.58884,0.51004,22.3
0.1364,0.13993,0.19498,0.3091,0.33497,0.35645,0.3761,0.39283,0.39829,0.42121,0.49329,0.50757,0.49992,4.8
0.08778,0.08584,0.11439,0.20123,0.21878,0.2327,0.24199,0.24672,0.24917,0.26786,0.34174,0.36915,0.33713,6.5
0.14612,0.15617,0.23153,0.35172,0.37584,0.39573,0.41305,0.42325,0.42589,0.44208,0.53003,0.55501,0.47359,7.8
0.13314,0.14086,0.1885,0.25924,0.28132,0.30054,0.32151,0.3457,0.35408,0.38063,0.48473,0.50746,0.48117,18.6
0.17049,0.18591,0.27139,0.37783,0.40281,0.42364,0.44412,0.46079,0.46548,0.48328,0.56938,0.58952,0.54026,12.7
0.10508,0.10583,0.13253,0.18518,0.20807,0.22819,0.25154,0.27816,0.28695,0.31398,0.41658,0.44351,0.43722,21.1
0.16058,0.16319,0.20123,0.27536,0.31261,0.34586,0.38433,0.42628,0.43823,0.47033,0.57372,0.59361,0.52192,39.5
0.13564,0.14031,0.20063,0.29471,0.32203,0.34514,0.36813,0.38699,0.39201,0.41153,0.5035,0.53162,0.43391,13.1
0.12034,0.12173,0.15871,0.22284,0.25142,0.27657,0.30465,0.33651,0.34666,0.37775,0.4998,0.5236,0.47174,35.6
0.11008,0.11128,0.1601,0.25574,0.27695,0.29397,0.31046,0.32636,0.33182,0.35539,0.45551,0.48217,0.41495,15.9
0.19957,0.21572,0.28517,0.36158,0.38654,0.40804,0.43063,0.45342,0.461,0.48697,0.59498,0.6183,0.53432,6.3
0.1052,0.10649,0.15657,0.24998,0.27416,0.29539,0.3142,0.32584,0.32953,0.35019,0.41295,0.42983,0.40281,11.2
0.10464,0.10573,0.14362,0.22254,0.24479,0.26418,0.28255,0.29641,0.30095,0.32285,0.37291,0.38441,0.37017,5.7
0.18193,0.19683,0.24322,0.30047,0.31945,0.33612,0.35571,0.37653,0.38265,0.40476,0.49034,0.51404,0.47566,15.7
0.18026,0.19369,0.26977,0.37136,0.40225,0.42894,0.45604,0.47973,0.48618,0.51086,0.58952,0.60842,0.56611,21.2
0.11246,0.11798,0.16804,0.2231,0.22925,0.23356,0.23453,0.22999,0.22824,0.22751,0.22946,0.22485,0.20235,4.6
0.11301,0.11382,0.15474,0.23616,0.25793,0.27638,0.29437,0.31311,0.32011,0.34411,0.43003,0.43722,0.40776,33.9
0.09343,0.09026,0.12388,0.19934,0.22377,0.24485,0.26669,0.2908,0.29971,0.32961,0.45952,0.47852,0.43092,48.3
0.10486,0.10414,0.14805,0.21979,0.24361,0.26455,0.28563,0.30577,0.31239,0.33923,0.47962,0.51039,0.47174,35.9
0.33281,0.36838,0.46979,0.5425,0.57135,0.59306,0.6139,0.6311,0.63445,0.64699,0.71829,0.73961,0.6642,13.3
0.10471,0.10708,0.15115,0.23588,0.25906,0.27893,0.29978,0.32129,0.32878,0.35793,0.46121,0.48228,0.45196,9.7
0.15438,0.16395,0.22511,0.3182,0.34642,0.3706,0.39573,0.42286,0.43212,0.46174,0.56728,0.58452,0.54175,7.5
0.10266,0.10529,0.14767,0.21757,0.24216,0.26345,0.2851,0.29923,0.30234,0.31864,0.42218,0.45772,0.36425,14.5
0.13155,0.13925,0.18281,0.24221,0.26176,0.27855,0.29751,0.31703,0.32285,0.34206,0.43222,0.46249,0.44771,17.6
0.11353,0.11577,0.15904,0.23308,0.25912,0.28242,0.30903,0.33205,0.3383,0.36283,0.48663,0.52517,0.47228,25.2
0.12048,0.12331,0.17088,0.24649,0.27378,0.29669,0.32151,0.34435,0.35116,0.37584,0.50699,0.5479,0.48128,22.8
0.12679,0.13137,0.17422,0.23605,0.2593,0.28029,0.30486,0.33197,0.34041,0.36754,0.49102,0.52167,0.46462,26.7
0.1875,0.20137,0.27517,0.3672,0.39346,0.41581,0.43863,0.45436,0.45761,0.47272,0.56715,0.59869,0.51192,3.2
0.10359,0.10191,0.14054,0.21563,0.24272,0.2662,0.29087,0.31645,0.32464,0.35318,0.47501,0.50026,0.44045,28.4
0.14686,0.15696,0.21424,0.2892,0.31326,0.33466,0.3581,0.38309,0.39156,0.42044,0.52252,0.541,0.49295,9.1
0.19289,0.20835,0.3004,0.4017,0.42855,0.45134,0.47098,0.48184,0.48451,0.50015,0.56325,0.57916,0.52966,6.7
0.13311,0.1397,0.20361,0.29451,0.32122,0.34427,0.3661,0.38362,0.38905,0.41219,0.49946,0.5188,0.47109,21.1
0.13002,0.13496,0.18985,0.29154,0.31864,0.34151,0.36199,0.37705,0.38203,0.40467,0.45994,0.47479,0.45867,19.8
0.11426,0.1162,0.16711,0.26761,0.29451,0.31754,0.33713,0.34802,0.3514,0.37188,0.41986,0.43251,0.39829,4.2
0.12868,0.13633,0.18084,0.24423,0.26749,0.28867,0.31117,0.33228,0.33838,0.35925,0.42884,0.44381,0.4187,29.1
0.14391,0.15244,0.22233,0.30465,0.33045,0.35245,0.37342,0.39003,0.39437,0.41257,0.49125,0.51204,0.46355,5.6
0.14679,0.15823,0.22024,0.27816,0.30054,0.32092,0.34475,0.37077,0.37818,0.40022,0.51322,0.5479,0.52216,12.6
0.13621,0.14223,0.19445,0.25223,0.26357,0.27265,0.27836,0.27695,0.27599,0.27855,0.29978,0.29813,0.26853,3.2
0.15283,0.16554,0.2406,0.32292,0.34395,0.36224,0.38107,0.39528,0.39912,0.41668,0.50188,0.51868,0.45709,8.8
0.09687,0.09748,0.13785,0.22449,0.24655,0.26564,0.28504,0.30381,0.31046,0.3397,0.43762,0.45761,0.42102,8.4
0.08549,0.08564,0.10137,0.1314,0.14335,0.15453,0.16877,0.18785,0.19498,0.21883,0.33581,0.3742,0.39228,44
0.13521,0.14194,0.20286,0.27784,0.29909,0.31681,0.3345,0.343,0.34403,0.35588,0.4713,0.53052,0.46185,4.2
0.12963,0.1328,0.17935,0.2584,0.28794,0.3134,0.34127,0.37179,0.38133,0.41134,0.53003,0.55322,0.51976,57.5
0.1113,0.11353,0.16058,0.25009,0.27114,0.28827,0.30556,0.32359,0.32969,0.35237,0.4474,0.47098,0.40439,12.9
0.1052,0.10583,0.15018,0.24969,0.27536,0.29703,0.31521,0.32606,0.32969,0.35116,0.39183,0.40253,0.37351,10.2
0.13521,0.14434,0.19099,0.22809,0.23292,0.23648,0.2379,0.23437,0.23276,0.23147,0.23121,0.226,0.20389,6
0.13406,0.13973,0.19467,0.28741,0.3101,0.32832,0.34618,0.36375,0.36966,0.39111,0.46687,0.47512,0.45051,41.4
0.12636,0.13397,0.19191,0.27836,0.3013,0.32092,0.34127,0.36158,0.36838,0.39165,0.4863,0.50536,0.45994,10
0.10982,0.11376,0.1739,0.27046,0.29397,0.31369,0.33136,0.34387,0.34762,0.36669,0.4473,0.46946,0.36467,9.1
